Name,WKN
"Buenos Aires, Province of... 5,125% 21/37",A3KV0Y
"Mediobanca - Banca di Credito Finanziario S.p.A. 0,75% 21/28",A3KV1L
"National Australia Bank Ltd. 1,699% 21/31",A3KV1Y
"Mizuho Financial Group Inc. 2,564% 21/31",A3KV3G
"East Japan Railway Co. 1,162% 21/28",A3KV4B
"Royal Bank of Canada 0,01% 21/26",A3KV4N
"Caisse d'Amortissement de la Dette Sociale 0,125% 21/31",A3KV4X
"NestlÃ© Holdings Inc. 1,15% 21/27",A3KV58
"NestlÃ© Holdings Inc. 1,5% 21/28",A3KV6A
"NestlÃ© Holdings Inc. 1,875% 21/31",A3KV6C
"ERG S.p.A. 0,875% 21/31",A3KV7C
"United States of America 1,75% 21/41",A3KVAR
"United States of America 1,125% 21/28",A3KVAX
"Air Lease Corp. 2,1% 21/28",A3KVBD
American Axle & Manufacturing Inc. 5% 21/29,A3KVC0
"New South Wales Treasury Corp. 1,75% 21/34",A3KVEG
"Manulife Financial Corp. 2,818% 20/35",A3KVHW
"BAWAG P.S.K. Bank fÃ¼r Arbeit und Wirtschaft und Ã–sterreichische Postsparkasse AG 0,01% 21/29",A3KVKB
"Finnland, Republik 0,000% 21/26",A3KVKJ
"European Investment Bank (EIB) 0,75% 21/26",A3KVKS
"The Chemours Co. 4,625% 21/29",A3KVM4
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 0,5% 21/29",A3KVN1
"Charles Schwab Corp. 1,95% 21/31",A3KVN4
"China Merchants Bank Co. Ltd. [Luxembourg Branch] 1,25% 21/26",A3KVNY
"Municipality Finance PLC 0,35% 21/36",A3KVQX
"State Grid Overseas Investment [BVI] Ltd. 1,125% 21/26",A3KVXX
"QBE Insurance Group Ltd. 2,5% 21/38",A3KVY5
"DNO ASA 7,875% 21/26",A3KVYG
"Charter Communications Operating LLC/Charter Communications Operating Capital Co 3,5% 21/42",A3KW01
"Charter Communications Operating LLC/Charter Communications Operating Capital Co 3,95% 21/62",A3KW02
"African Development Bank 0,000% 21/51",A3KW1Q
"Athene Global Funding 1,73% 21/26",A3KW45
"Acciona Energia Financiacion Filiales S.A. 0,375% 21/27",A3KW4W
"American Tower Corp. 0,4% 21/27",A3KW5U
"Athene Global Funding 2,646% 21/31",A3KW7B
"Sparebanken Vest Boligkreditt AS 0,01% 21/26",A3KW84
"The Southern Co. 1,875% 21/81",A3KWA7
"CMB International Leasing Management Ltd. 1,75% 21/26",A3KWAZ
"TÃ¼rkei, Republik 6,5% 21/33",A3KWBJ
"Indonesien, Republik 3,2% 21/61",A3KWBZ
"EuropÃ¤ische Union 0,000% 21/28",A3KWCF
"Power Finance Corp. Ltd. 1,841% 21/28",A3KWCY
"New Zealand, Government of... 2,75% 21/51",A3KWDM
"mBank S.A. 0,966% 21/27",A3KWEY
"Ã–sterreich, Republik 0,25% 21/36",A3KWFB
"Ungarn, Republik 3,125% 21/51",A3KWJE
"European Investment Bank (EIB) 0,000% 21/26",A3KWJJ
JadeHawk Capital S.a r.l. 7% 22/27,A3KWK1
"Photon Energy N.V. 6,5% 21/27",A3KWKY
"The Goldman Sachs Group Inc. 3,839% 21/27",A3KWLT
"The Goldman Sachs Group Inc. 0,75% 21/32",A3KWLU
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 0,875% 21/33",A3KWMK
Treasury Corporation of Victoria 2% 21/35,A3KWPN
"Brenntag Finance B.V. 0,5% 21/29",A3KWY6
"United States of America 0,875% 21/26",A3KWYB
"Industrial & Commercial Bank of China [Asia] Ltd. 1,625% 21/26",A3KX3L
"4Finance S.A. 10,75% 21/26",A3KX4Q
"Spanien, KÃ¶nigreich 0,000% 21/27",A3KX5K
Carnival Corp. 6% 21/29,A3KX6H
"Lar Espana Real Estate SOCIMI S.A. 1,843% 21/28",A3KX77
A2A S.p.A. 1% 21/33,A3KX7Y
"Nordea Bank Abp 0,5% 21/28",A3KX87
European Bank for Reconstruction and Development 12% 21/25,A3KXBS
"International Bank for Reconstruction and Development 6,25% 21/26",A3KXK3
"Eleving Group 9,5% 21/26",A3KXK8
"John Deere Capital Corp. 1,3% 21/26",A3KXLM
"Canada, Government of... 1,25% 21/27",A3KXN7
"Royal Bank of Canada 6,027% 21/26",A3KXPY
"FlÃ¤mische Gemeinschaft 0,3% 21/31",A3KXQ4
"United States of America 1,375% 21/28",A3KXYT
"Tapestry Inc. 3,05% 21/32",A3KY06
"Iberdrola Finanzas S.A. 1,575%",A3KY3E
"Italien, Republik 0,45% 21/29",A3KY65
"China, People's Republic of 0,625% 21/33",A3KY6R
"Moody's Corp. 3,1% 21/61",A3KY76
"HSBC Holdings PLC 2,871% 21/32",A3KY91
"HSBC Holdings PLC 2,251% 21/27",A3KY9J
"The Procter & Gamble Co. 0,35% 21/30",A3KYD3
"Piraeus Bank S.A. 3,875% 21/27",A3KYEL
"UBS Group AG 0,25% 21/26",A3KYFJ
"UBS Group AG 0,875% 21/31",A3KYFK
"Italien, Republik 0,95% 21/32",A3KYHA
"Sherwood Financing PLC 7,648% 21/27",A3KYHC
"American Express Co. 1,65% 21/26",A3KYLX
"Auckland, Council 0,25% 21/31",A3KYQ7
"SpareBank 1 Sor-Norge ASA 0,25% 21/26",A3KYQD
"Teva Pharmaceutical Finance Netherlands II B.V. 4,375% 21/30",A3KYRP
"United States of America 1,875% 21/51",A3KYSD
"United States of America 1,375% 21/31",A3KYSE
"Ford Motor Co. 3,25% 21/32",A3KYV0
"Public Service Enterprise Group Inc. 2,45% 21/31",A3KYVG
"Lune Holdings S.Ã  r.l. 5,625% 21/28",A3KYXD
"Porr AG 7,5%",A3KYYZ
"Bahrain, KÃ¶nigreich 5,625% 21/34",A3KYZ7
Daimler Trucks Finance North America LLC 2% 21/26,A3KZ02
"Greenko Power II Ltd. 4,3% 21/28",A3KZ30
"Merck & Co. Inc. 1,9% 21/28",A3KZ5U
"The Bank of Nova Scotia 0,01% 21/27",A3KZ6V
"WIIT S.p.A. 2,375% 21/26",A3KZ8R
"Swedbank AB 1,538% 21/26",A3KZCQ
"Landsbankinn hf. 0,75% 21/26",A3KZCZ
Hong Kong Special Administrative Region of the People's Republic of China 1% 21/41,A3KZD0
"Hong Kong Special Administrative Region of the People's Republic of China 0,000% 21/26",A3KZDZ
"ASTM S.p.A. 2,375% 21/33",A3KZE1
"A.P.Moeller-Maersk A/S 0,75% 21/31",A3KZE3
"Hong Kong Special Administrative Region of the People's Republic of China 1,75% 21/31",A3KZFZ
"International Bank for Reconstruction and Development 2,875% 21/26",A3KZH0
Asian Infrastructure Investment Bank (AIIB) 6% 21/31,A3KZU0
"European Investment Bank (EIB) 0,000% 21/27",A3KZU2
"Nomura Holdings Inc. 5,783% 24/34",A3L010
"SMRC Automotive Holdings Netherlands B.V. 5,625% 24/29",A3L048
"John Deere Capital Corp. 4,4% 24/31",A3L075
"General Motors Financial Co. Inc. 5,45% 24/34",A3L07X
"Spanien, KÃ¶nigreich 3,1% 24/31",A3L08Z
Arada Sukuk 2 Ltd. 8% 24/29,A3L0AG
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 4,25% 24/34",A3L0AH
"FMO-Nederlandse Financierings-Maatscap is voor Ontwikkelingslanden N.V. 0,000% 23/25",A3L0AT
"European Bank for Reconstruction and Development 0,000% 23/26",A3L0AU
"Dell Bank International DAC 3,625% 24/29",A3L0AY
"ProLogis International Funding II S.A. 4,375% 24/36",A3L0BJ
"Asian Development Bank (ADB) 0,000% 24/27",A3L0EE
"BlueNord ASA 9,5% 24/29",A3L0ER
"Alberta, Provinz 4,5% 24/29",A3L0J0
"KoskiRent Oy 8,215% 24/27",A3L0K3
"American Water Capital Corp. 3,625% 23/26",A3L0RQ
"United States of America 4,625% 24/26",A3L0SB
"CMS Energy Corp. 3,375% 23/28",A3L0SM
"Vodafone Group PLC 5,75% 24/54",A3L0VW
"Vodafone Group PLC 5,875% 24/64",A3L0VX
"European Investment Bank (EIB) 4,375% 24/31",A3L0YY
SES S.A. 6% 24/54,A3L0Z1
"The Southern Co. 4,85% 24/35",A3L0ZP
"United States of America 4,375% 24/26",A3L12H
"United States of America 4,125% 24/31",A3L12K
"EuropÃ¤ische Union 0,000% 24/25",A3L158
"UnitedHealth Group Inc. 4,75% 24/26",A3L15W
"UnitedHealth Group Inc. 4,8% 24/30",A3L15X
"UnitedHealth Group Inc. 4,95% 24/32",A3L15Y
"Capital One Financial Corp. 5,884% 24/35",A3L19H
"Capital One Financial Corp. 5,463% 24/30",A3L19N
"Mangrove LuxCo III S.Ã  r.l. 7,785% 24/29",A3L1A3
"Broadcom Inc. 5,05% 24/29",A3L1D3
"EuropÃ¤ische Union 2,5% 24/31",A3L1DJ
"Cassa Depositi e Prestiti S.p.A. 3,875% 24/31",A3L1DV
"ING Belgium S.A./N.V. 3,2% 24/29",A3L1EK
"United States of America 4,375% 24/27",A3L1GB
"Caisse Nationale de Reassurance Mutuelle Agricole Groupama S.A. 6,5%",A3L1H9
Cinemark USA Inc. 7% 24/32,A3L1J0
"Silfin N.V. 5,125% 24/30",A3L1J7
"Iberdrola Finanzas S.A. 3,625% 24/34",A3L1JT
"Inter-American Development Bank 4,375% 24/34",A3L1JY
"Australia, Commonwealth of... 4,25% 24/35",A3L1KX
"EnBW International Finance B.V. 3,5% 24/31",A3L1LT
EnBW International Finance B.V. 4% 24/36,A3L1LU
"The Goldman Sachs Group Inc. 5,33% 24/35",A3L1UK
"BlackRock Inc. 4,9% 24/35",A3L1UP
"American Honda Finance Corp. 3,65% 24/31",A3L1WA
"European Bank for Reconstruction and Development 0,000% 24/36",A3L1YF
Queensland Treasury Corp. 5% 24/37,A3L20Y
"UPM Kymmene Corp. 3,375% 24/34",A3L237
BMW International Investment B.V. 3% 24/27,A3L23P
"BMW International Investment B.V. 3,125% 24/30",A3L23Q
"BMW International Investment B.V. 3,375% 24/34",A3L23R
"Finnland, Republik 2,5% 24/30",A3L23S
"Svenska Handelsbanken AB [publ] 3,25% 24/31",A3L23V
"Italien, Republik 3% 24/29",A3L269
"Diageo Finance PLC 3,375% 24/35",A3L270
"Bulgarien, Republik 4,25% 24/44",A3L28Y
"Bulgarien, Republik 5% 24/37",A3L28Z
"Avis Budget Car Rental LLC/Avis Budget Finance Inc. 8,25% 24/30",A3L2AK
"Cardea Luna Capital Partners Ltd. 10,25% 24/29",A3L2B9
"L3Harris Technologies Inc. 5,5% 24/54",A3L2BJ
"Compagnie de Saint-Gobain S.A. 3,25% 24/29",A3L2DJ
"Enterprise Products Operating LLC 4,95% 24/35",A3L2G9
"United States of America 3,75% 24/27",A3L2GA
"United States of America 3,875% 24/34",A3L2GB
"United States of America 4,25% 24/54",A3L2GC
"voestalpine AG 3,75% 24/29",A3L2M2
"BMW US Capital LLC 6,016% 24/27",A3L2MK
"Tucson Electric Power Co. 5,2% 24/34",A3L2QE
"Piedmont Natural Gas Co. Inc. 5,1% 24/35",A3L2VZ
"OMV AG 3,25% 24/31",A3L2YT
"OMV AG 3,75% 24/36",A3L2YU
"United States of America 4,125% 24/44",A3L2Z7
"United States of America 3,5% 24/26",A3L30R
"United States of America 3,5% 24/29",A3L30S
"United States of America 3,625% 24/31",A3L30T
"Generali S.p.A. 4,156% 24/35",A3L351
"RumÃ¤nien, Republik 6% 24/44",A3L39R
"ABN AMRO Bank N.V. 6,375%",A3L3AM
"The Toronto-Dominion Bank 3,448% 24/27",A3L3BJ
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 4,375% 24/40",A3L3BK
"Ukraine, Republik 1,75% 24/34",A3L3C5
"Ukraine, Republik 1,75% 24/36",A3L3C8
"Stryker Corp. 4,25% 24/29",A3L3GH
Pegasus Hava Tasimaciligi A.S. 8% 24/31,A3L3GS
"Qantas Airways Ltd. 5,9% 24/34",A3L3HQ
"Italien, Republik 4,3% 24/54",A3L3HZ
"European Bank for Reconstruction and Development 0,000% 24/28",A3L3KK
"BP Capital Markets PLC 5,067% 24/36",A3L3LN
"Raizen Fuels Finance S.A. 5,7% 24/35",A3L3QE
"Daimler Truck International Finance B.V. 3,375% 24/30",A3L3QJ
"Coca-Cola Europacific Partners PLC 3,25% 24/32",A3L3QM
"Grenke Finance PLC 5,125% 24/29",A3L3R2
"RCI Banque S.A. 3,875% 24/30",A3L3RJ
"Lettland, Republik 3% 24/32",A3L3RM
"RumÃ¤nien, Republik 5,125% 24/31",A3L3V8
"RumÃ¤nien, Republik 5,125% 24/31",A3L3V9
"RumÃ¤nien, Republik 6% 24/44",A3L3WA
"Spanien, KÃ¶nigreich 1,169% 23/36",A3L3XG
"Wintershall Dea Finance B.V. 4,357% 24/32",A3L3XZ
"Iliad S.A. 4,25% 24/29",A3L415
"NestlÃ© Finance International Ltd. 3,125% 24/36",A3L41X
"The Goldman Sachs Group Inc. 4,692% 24/30",A3L42L
"The Goldman Sachs Group Inc. 5,016% 24/35",A3L42M
"Italien, Republik 3,15% 24/31",A3L48G
"AccorInvest Group S.A. 5,5% 24/31",A3L48H
"Okechamp Global B.V. 10,534% 24/28",A3L48J
"Sumitomo Mitsui Financial Group Inc. 3,318% 24/31",A3L4CP
"Canada, Government of... 2,75% 24/30",A3L4F0
"Turkiye Vakiflar Bankasi T.A.O. 6,875% 24/30",A3L4GJ
"International Bank for Reconstruction and Development 10,75% 24/31",A3L4JW
"United States of America 3,875% 24/27",A3L4MQ
"Toyota Motor Credit Corp. 4,6% 24/31",A3L4NM
"Toyota Motor Credit Corp. 4,35% 24/27",A3L4NN
"Ares Management Corp. 5,6% 24/54",A3L4Q3
"Ecopetrol S.A. 7,75% 24/32",A3L4QG
"Royal Bank of Canada 4,51% 24/27",A3L4RJ
International Bank for Reconstruction and Development 10% 24/29,A3L4RN
"Turkiye Sinai Kalkinma Bankasi A.S. 7,125% 24/29",A3L4S4
"International Bank for Reconstruction and Development 3,875% 24/29",A3L4SA
"'Navoiy kon-metallurgiya kombinati' aksiyadorlik jamiyati 6,7% 24/28",A3L4TC
"Shurgard Luxembourg S.Ã  r.l. 3,625% 24/34",A3L4Z7
Informa PLC 3% 24/27,A3L4Z9
WÃ¼rth Finance International B.V. 3% 24/31,A3L4ZS
"Polen, Republik 3,125% 24/31",A3L4ZT
"Polen, Republik 3,875% 24/39",A3L4ZU
"South Africa, Republic of 7,1% 24/36",A3L543
"Italien, Republik 2,7% 24/27",A3L54R
"Highland Holdings S.A.r.L. 2,875% 24/27",A3L562
"Nykredit Realkredit A/S 3,375% 24/30",A3L56F
"Westpac Banking Corp. 4,6% 24/26",A3L56T
EnBW International Finance B.V. 3% 24/29,A3L594
"EnBW International Finance B.V. 3,75% 24/35",A3L595
"Australian Capital Territory 4,75% 24/30",A3L59Q
"United States of America 4,125% 24/31",A3L5HG
"United States of America 4,125% 24/29",A3L5HJ
"Waste Management Inc. 4,8% 24/32",A3L5KX
"Waste Management Inc. 4,95% 24/35",A3L5KY
"Waste Management Inc. 5,35% 24/54",A3L5KZ
"Canada, Government of... 3% 24/27",A3L5NS
"BPCE SFH 2,75% 24/30",A3L5PK
"Bureau Veritas SA 3,125% 24/31",A3L5QA
International Bank for Reconstruction and Development 10% 24/27,A3L5QQ
"United States of America 4,25% 24/34",A3L5SH
"United States of America 4,125% 24/27",A3L5SP
"Spanien, KÃ¶nigreich 2,7% 24/30",A3L5T2
"RCI Banque S.A. 3,375% 24/29",A3L5Y2
"TRATON Finance Luxembourg S.A. 3,75% 25/31",A3L69Y
"Athora Netherlands N.V. 6,75%",A3L6AQ
"Cardinal Health Inc. 4,7% 24/26",A3L6BA
"General Mills Inc. 4,875% 24/30",A3L6CY
"General Mills Inc. 5,25% 24/35",A3L6CZ
"Wells Fargo & Co. 5,211% 24/35",A3L6D8
"De Volksbank N.V. 4,125% 24/35",A3L6GY
"Boeing Co. 6,858% 24/54",A3L6H7
"European Bank for Reconstruction and Development 0,000% 24/34",A3L6H9
"Prysmian S.p.A. 3,625% 24/28",A3L6HG
"JPMorgan Chase & Co. 5,534% 24/45",A3L6J1
"United States of America 4,125% 24/29",A3L6MF
"United States of America 4,125% 24/31",A3L6MG
"United States of America 4,25% 24/26",A3L6MH
"United States of America 4,625% 24/44",A3L6N0
"Equipe Holdings 3 B.V. 8,636% 24/29",A3L6P6
"Cencora Inc. 4,625% 24/27",A3L6P9
"Cencora Inc. 4,85% 24/29",A3L6QA
"Veolia Environnement S.A. 2,974% 24/31",A3L6QS
"Tschechien, Republik 0,000% 24/27",A3L6SU
European Bank for Reconstruction and Development 37% 24/26,A3L6TU
"Chile, Republik 3,75% 25/32",A3L706
"Ungarn, Republik 4,5% 25/34",A3L708
"Ungarn, Republik 4,875% 25/40",A3L709
"NestlÃ© Finance International Ltd. 2,875% 25/32",A3L71X
"NestlÃ© Finance International Ltd. 3,5% 25/45",A3L71Y
"General Motors Financial Co. Inc. 3,7% 25/31",A3L72B
"Japan Finance Organization for Municipalities 2,75% 25/30",A3L72D
"RCI Banque S.A. 3,5% 25/28",A3L72E
"Broadcom Inc. 5,2% 25/32",A3L75D
"Chile, Republik 5,65% 25/37",A3L76B
"Credit Agricole Italia S.p.A. 3,25% 25/34",A3L77C
"Italien, Republik 3,65% 25/35",A3L77M
"EuropÃ¤ische Union 0,000% 25/26",A3L7AT
United States of America 4% 24/27,A3L7BX
"Atos SE 0,000% 24/30",A3L7KQ
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 4,375% 25/30",A3L7RT
"United States of America 4,25% 24/26",A3L7TA
"United States of America 4,375% 24/29",A3L7TB
"United States of America 4,5% 24/31",A3L7TC
"Ferrovial SE 3,25% 25/30",A3L7UT
"John Deere Capital Corp. 4,65% 25/28",A3L7Y0
"SÃ¼dzucker International Finance B.V. 4,125% 25/32",A3L7YF
"Vereinigte Mexikanische Staaten 7,375% 25/55",A3L7YL
Hyundai Capital America 5% 25/28,A3L7YQ
"Toyota Motor Credit Corp. 4,6% 25/27",A3L7YV
"Toyota Motor Credit Corp. 5,35% 25/35",A3L7YY
"United States of America 4,25% 25/28",A3L7Z0
"Spanien, KÃ¶nigreich 2,4% 25/28",A3L8BC
"Italien, Republik 4,4% 22/33",A3LA3E
Asian Infrastructure Investment Bank (AIIB) 35% 22/25,A3LA3F
"Treasury Corporation of Victoria 4,75% 22/36",A3LA45
"United States of America 4,5% 22/25",A3LA47
"United States of America 4,125% 22/32",A3LA48
United States of America 4% 22/52,A3LA49
"Royal Bank of Canada 5,235% 22/26",A3LA4F
"Canada, Government of... 3,75% 22/25",A3LA4R
"EUROFIMA EuropÃ¤ische Gesellschaft fÃ¼r die Finanzierung von Eisen 3,125% 22/31",A3LA5F
"Nederlandse Waterschapsbank N.V. 2,75% 22/27",A3LA5H
"Schneider Electric SE 3,5% 22/32",A3LA5N
"Caixabank S.A. 5,375% 22/30",A3LA61
"Volkswagen International Finance N.V. 4,125% 22/25",A3LA6A
"Volkswagen International Finance N.V. 4,25% 22/28",A3LA6B
"Volkswagen International Finance N.V. 4,375% 22/30",A3LA6C
"HSBC Holdings PLC 8,201% 22/34",A3LA6J
NestlÃ© Finance International Ltd. 3% 22/28,A3LA6Q
"NestlÃ© Finance International Ltd. 3,25% 22/31",A3LA6R
"NestlÃ© Finance International Ltd. 3,375% 22/34",A3LA6S
"Ceske Drahy AS 5,625% 22/27",A3LADJ
"Vattenfall AB 3,75% 22/26",A3LAE4
"ENEL Finance International N.V. 7,5% 22/32",A3LAEN
"Diamondback Energy Inc. 6,25% 22/33",A3LAFY
"United States of America 4,25% 22/25",A3LAG0
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 4,125% 22/27",A3LAGY
"SATA Air Acores - Sociedade Acoriana de Transportes Aereos S.A. 4,128% 22/28",A3LAR6
"CoÃ¶peratieve Rabobank U.A. 4,625% 22/28",A3LARG
"Canada, Government of... 3,5% 22/28",A3LATK
"NIE Finance PLC 5,875% 22/32",A3LAW3
"Caixa Geral de DepÃ³sitos S.A. 5,75% 22/28",A3LAWP
United States of America 4% 22/29,A3LAY2
"United States of America 4,125% 22/27",A3LAY3
"Toyota Motor Credit Corp. 5,45% 22/27",A3LAYU
"Orsted A/S 5,25%",A3LB0K
"Intrum AB 9,25% 22/28",A3LB1Y
"Amazon.com Inc. 4,55% 22/27",A3LB2C
"Amazon.com Inc. 4,65% 22/29",A3LB2D
"Amazon.com Inc. 4,7% 22/32",A3LB2E
"Diamondback Energy Inc. 6,25% 22/53",A3LB2H
"New South Wales Treasury Corp. 4,75% 22/35",A3LB41
"Iliad S.A. 5,375% 22/27",A3LB49
"PHM Group Holding Oy 10,365% 22/26",A3LB6C
United States of America 4% 22/25,A3LB99
"Polen, Republik 5,5% 22/27",A3LBA0
"Polen, Republik 5,75% 22/32",A3LBA1
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 3,75% 22/38",A3LBCH
"Toyota Motor Credit Corp. 5,4% 22/25",A3LBDA
"Caisse Francaise de Financement Local 3,125% 22/27",A3LBDB
"African Development Bank 0,000% 22/52",A3LBE9
Banco BPM S.p.A. 6% 22/28,A3LBEP
"ING Bank N.V. 2,75% 22/25",A3LBJ0
"ABN AMRO Bank N.V. 4,25% 22/30",A3LBJ1
"Italien, Republik 3,85% 22/29",A3LBJX
"EnBW International Finance B.V. 3,625% 22/26",A3LBKB
"EnBW International Finance B.V. 4,049% 22/29",A3LBKC
"SociÃ©tÃ© GÃ©nÃ©rale S.A. 9,375%",A3LBLJ
"Ungarn, Republik 5% 22/27",A3LBMA
"Iberdrola Finanzas S.A. 3,125% 22/28",A3LBMP
"Iberdrola Finanzas S.A. 3,375% 22/32",A3LBMQ
Mercedes-Benz Finance Canada Inc. 3% 22/27,A3LBMY
"DNB Bank ASA 4,625% 22/33",A3LBNW
"RCI Banque S.A. 4,125% 22/25",A3LBNY
"United States of America 3,875% 22/29",A3LBQ4
United States of America 4% 22/42,A3LBQB
"Mercedes-Benz Finance North America LLC 5,25% 22/27",A3LBS1
"CrÃ©dit Mutuel ArkÃ©a 4,25% 22/32",A3LBS5
"Australia, Commonwealth of... 3,75% 22/34",A3LBSH
"Liberty Mutual Group Inc. 4,625% 22/30",A3LBTS
Vaudoise Assurances Holding S.A. 2% 22/27,A3LBV7
"Snam S.p.A. 3,375% 22/26",A3LBYT
"Metropolitan Life Global Funding I 3,75% 22/30",A3LBYW
"Macquarie Bank Ltd. 6,798% 23/33",A3LC0K
"Toyota Motor Credit Corp. 4,8% 23/25",A3LC21
"Dell International LLC/EMC Corp. 5,25% 23/28",A3LC2D
"Dell International LLC/EMC Corp. 5,75% 23/33",A3LC2E
"Belgien, KÃ¶nigreich 3% 23/33",A3LC2R
"American Honda Finance Corp. 4,7% 23/28",A3LC36
"BAWAG P.S.K. Bank fÃ¼r Arbeit und Wirtschaft und Ã–sterreichische Postsparkasse AG 4,125% 23/27",A3LC3Z
"Saudi-Arabien, KÃ¶nigreich 5% 23/53",A3LC4X
LÃ¤nsfÃ¶rsÃ¤kringar Bank AB 4% 23/27,A3LC57
"Elia Transmission Belgium N.V. 3,625% 23/33",A3LC6J
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 3,5% 23/25",A3LC6Q
"Oesterreichische Kontrollbank AG 4,125% 23/26",A3LC6W
"CoÃ¶peratieve Rabobank U.A. 2,875% 23/33",A3LC8W
"Penske Truck Leasing Co. L.P./PTL Finance Corp. 5,875% 22/27",A3LCHF
"BPCE S.A. 4,375% 23/28",A3LCK3
"John Deere Capital Corp. 4,75% 23/28",A3LCL5
"United States of America 3,875% 22/27",A3LCNG
"United States of America 3,875% 22/29",A3LCNH
"Ã–sterreich, Republik 2,9% 23/33",A3LCQ4
"Pfandbriefzentrale der schweizerischen Kantonalbanken 1,8% 22/34",A3LCRF
"John Deere Capital Corp. 4,8% 23/26",A3LCSN
Inter-American Development Bank 4% 23/28,A3LCU4
"European Investment Bank (EIB) 3,875% 23/28",A3LCUA
"Hong Kong Special Administrative Region of the People's Republic of China 4,375% 23/26",A3LCUF
"Portugal, Republik 3,5% 23/38",A3LCW4
"General Motors Financial Co. Inc. 6,4% 23/33",A3LCWJ
"European Investment Bank (EIB) 2,875% 23/33",A3LCWP
"Bank of Montreal 5,203% 23/28",A3LCWR
"Irland, Republik 3% 23/43",A3LCX5
"RumÃ¤nien, Republik 7,125% 23/33",A3LCXC
"RumÃ¤nien, Republik 7,125% 23/33",A3LCXD
"RumÃ¤nien, Republik 7,625% 23/53",A3LCXE
ABN AMRO Bank N.V. 4% 23/28,A3LCXL
"Israel, Staat 4,5% 23/33",A3LCYL
"United States of America 3,625% 23/53",A3LD2K
"United States of America 3,5% 23/33",A3LD2L
"Niederlande, KÃ¶nigreich der 2,5% 23/33",A3LD37
"International Bank for Reconstruction and Development 3,875% 23/30",A3LD41
"Sumitomo Mitsui Banking Corp. 3,602% 23/26",A3LD49
"Frankreich, Republik 3% 22/54",A3LD4X
"Norwegen, KÃ¶nigreich 3% 23/33",A3LD55
"Comunidad AutÃ³noma del PaÃ­s Vasco 3,5% 23/33",A3LD5G
"Cassa Centrale Banca - Credito Cooperativo Italiano S.p.A. 5,885% 23/27",A3LD5M
"Nordmazedonien, Republik 6,96% 23/27",A3LD5Q
"European Investment Bank (EIB) 2,75% 23/28",A3LD6J
"Intel Corp. 5,7% 23/53",A3LD6T
"European Investment Bank (EIB) 3,75% 23/33",A3LD6X
"Volvo Treasury AB 3,5% 23/25",A3LD8C
"Canada, Government of... 3,75% 23/25",A3LD8H
"European Investment Bank (EIB) 4,2% 23/28",A3LD8J
"European Investment Bank (EIB) 4,75% 23/33",A3LDAB
"Raiffeisen Bank International AG 4,75% 23/27",A3LDB9
"SpareBank 1 Sor-Norge ASA 3,75% 23/27",A3LDC1
"EnBW International Finance B.V. 3,5% 23/28",A3LDC2
EnBW International Finance B.V. 4% 23/35,A3LDC3
"ACEA S.p.A. 3,875% 23/31",A3LDC6
"Griechenland, Republik 4,25% 23/33",A3LDDQ
"Iberdrola Finanzas S.A. 4,875%",A3LDDY
"United States of America 3,5% 23/30",A3LDFN
"United States of America 3,5% 23/28",A3LDFP
"United States of America 4,125% 23/25",A3LDFQ
"Bombardier Inc. 7,5% 23/29",A3LDJP
"ZÃ¼rich, Stadt 1,625% 23/37",A3LDLP
"Redeia Corporacion S.A. 4,625%",A3LDNJ
"The Procter & Gamble Co. 3,95% 23/28",A3LDPD
"Spanien, KÃ¶nigreich 3,15% 23/33",A3LDPZ
"A2A S.p.A. 4,375% 23/34",A3LDQX
"Queensland Treasury Corp. 4,5% 22/35",A3LDV8
"Canada, Government of... 2,75% 23/33",A3LDY9
"BÃ¢loise Holding AG 2,2% 23/32",A3LDYC
"European Investment Bank (EIB) 9,25% 23/33",A3LDYP
"Barclays PLC 9,25%",A3LE07
AustriaEnergy International GmbH 8% 23/28,A3LE0J
Amber Beverage Group Holding S.Ã  r.l FRN 23/27,A3LE0T
Intesa Sanpaolo S.p.A. 5% 23/28,A3LE1E
"Intesa Sanpaolo S.p.A. 5,625% 23/33",A3LE1F
"Ford Motor Credit Co. LLC 6,86% 23/26",A3LE1J
"Colgate-Palmolive Co. 4,6% 23/33",A3LE1P
"De Volksbank N.V. 4,875% 23/30",A3LE1X
"AstraZeneca Finance LLC 4,875% 23/33",A3LE4A
"Queensland Treasury Corp. 4,5% 23/33",A3LE69
"NBN Co Ltd. 4,125% 23/29",A3LE6R
"NestlÃ© Finance International Ltd. 3,5% 23/27",A3LE6U
"NestlÃ© Finance International Ltd. 3,75% 23/33",A3LE6V
"United States of America 4,625% 23/26",A3LE7K
"China Taiping Insurance Holdings Co. Ltd. 6,4%",A3LE9P
"Temasek Financial [I] Ltd. 3,5% 23/33",A3LEBG
