Name,WKN
"Scotland Gas Networks PLC 3,25% 16/27",A18YRM
"Spanien, KÃ¶nigreich 2,9% 16/46",A18YZ6
ABN AMRO Bank N.V. 1% 16/31,A18Z2P
"Telefonica Emisiones S.A.U. 1,46% 16/26",A18Z2X
"European Investment Bank (EIB) 2,125% 16/26",A18Z2Y
"Frankreich, Republik 1,25% 15/36",A18Z4K
"Nederlandse Waterschapsbank N.V. 2,375% 16/26",A18ZD5
Anheuser-Busch InBev S.A./N.V. 2% 16/28,A18ZDR
"Anheuser-Busch InBev S.A./N.V. 2,75% 16/36",A18ZDS
"AT & T Inc. 5,15% 16/42",A18ZK7
AT & T Inc. 6% 16/40,A18ZK8
"International Finance Corp. 2,125% 16/26",A18ZRG
"Polen, Republik 3,25% 16/26",A18ZSU
"O'Reilly Automotive Inc.[New] 4,35% 18/28",A1901A
"BMW Finance N.V. 1,125% 18/26",A1901N
WÃ¼rth Finance International B.V. 1% 18/25,A1905C
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 1,625% 18/71",A1905D
"Rolls-Royce PLC 1,625% 18/28",A190KF
"Unibail-Rodamco-Westfield SE 1,125% 18/25",A190KM
"Raiffeisen-Landesbank Steiermark AG 1,375% 18/33",A190NC
Mercedes-Benz International Finance B.V. 1% 18/25,A190NE
"Mondelez International Inc. 4,625% 18/48",A190Q8
Nitrogenmuvek Vegyipari Zrt. 7% 18/25,A190RB
"Consolidated Edison Co. of New York Inc. 3,8% 18/28",A190UG
"Consolidated Edison Co. of New York Inc. 4,5% 18/58",A190UH
"Amazon.com Inc. 4,25% 17/57",A190W0
"Jackson National Life Global Funding 3,875% 18/25",A1916L
"Schweizerische Eidgenossenschaft 0,5% 18/32",A19190
"Valero Energy Corporation 4,35% 18/28",A191AY
"United States of America 2,875% 18/25",A191B4
"Deutsche Telekom International Finance B.V. 1,375% 18/25",A191CV
Deutsche Telekom International Finance B.V. 2% 18/29,A191CW
"E.ON International Finance B.V. 1,625% 18/26",A191D0
TenneT Holding B.V. 2% 18/34,A191EJ
"European Investment Bank (EIB) 1,125% 18/32",A191F3
"Libanon, Republik 8,2% 18/33",A191TP
"Union Pacific Corp. 3,95% 18/28",A191ZT
"KommuneKredit 0,75% 18/28",A1921P
"Quebec, Provinz 0,875% 18/28",A1921Q
"Ignitis Group UAB 1,875% 18/28",A1926T
"Quebec, Provinz 2,6% 18/25",A1927F
"Sanofi S.A. 3,625% 18/28",A192DG
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 0,173% 18/28",A192GQ
"EQM Midstream Partners L.P. 6,5% 18/48",A192QV
"Iberdrola Finanzas S.A. 1,25% 18/26",A192S8
"TotalEnergies Capital International S.A. 1,75% 18/25",A192W7
"Spanien, KÃ¶nigreich 1,4% 18/28",A192X6
"Altareit S.A. 2,875% 18/25",A192ZA
"United States of America 2,875% 18/25",A1931M
The Goldman Sachs Group Inc. 2% 18/28,A19340
"Italien, Republik 2,8% 18/28",A19387
"Asian Development Bank (ADB) 0,35% 18/25",A193A2
"Toyota Motor Corp. 3,669% 18/28",A193C8
"Sumitomo Mitsui Financial Group Inc. 3,944% 18/28",A193PK
"Bayer US Finance II LLC 4,2% 18/34",A193PX
"United States of America 0,943% 18/28",A193QG
"Citigroup Inc. 4,65% 18/48",A193R1
"The Goldman Sachs Group Inc. 3,125% 18/29",A193U8
"IHS Markit Ltd. 4,75% 18/28",A193X4
"Australia, Commonwealth of... 2,75% 18/41",A193XD
"Portugal, Republik 4,633% 18/25",A193XN
"Raiffeisenlandesbank NiederÃ¶sterreich-Wien AG 0,625% 18/26",A19473
"Citycon Treasury B.V. 2,375% 18/27",A19474
"Mercedes-Benz International Finance B.V. 1,5% 18/27",A194DE
"Canada, Government of... 2,25% 18/29",A194DU
"United States of America 2,875% 18/28",A194FL
Siemens Financieringsmaatschappij N.V. 1% 18/27,A195BY
"Siemens Financieringsmaatschappij N.V. 1,375% 18/30",A195BZ
Nan Fung Treasury Ltd. 5% 18/28,A195DF
"Finnland, Republik 0,5% 18/28",A195EC
Shinhan Bank Co. Ltd. 5% 18/28,A195LX
"Roche Kapitalmarkt AG 0,25% 18/25",A195QL
"Roche Kapitalmarkt AG 0,75% 18/30",A195QQ
"Libanon, Republik 6,25% 16/22",A19AS3
"Italien, Republik 2,45% 16/33",A19B4R
"Belgien, KÃ¶nigreich 0,8% 17/27",A19B7A
"Crelan Home Loan SCF 1,25% 17/32",A19B7E
European Investment Bank (EIB) 8% 17/27,A19BGN
"UBS Group AG 4,282% 17/28",A19BH0
"Irland, Republik 1,7% 17/37",A19BHN
"Boardwalk Pipelines LP 4,45% 17/27",A19BLX
"Portugal, Republik 4,125% 17/27",A19BUN
"Cellnex Telecom S.A. 2,875% 17/25",A19BX6
"Italgas S.P.A. 1,625% 17/27",A19BYY
"DÃ¤nemark, KÃ¶nigreich 0,5% 16/27",A19BZM
"United States of America 2,25% 17/27",A19C2Z
"MPLX L.P. 4,125% 17/27",A19C6U
"MPLX L.P. 5,2% 17/47",A19C6V
"Deutsche Telekom International Finance B.V. 1,375% 17/27",A19CF7
"Spanien, KÃ¶nigreich 1,5% 17/27",A19CK5
"Mundys S.p.A. 1,625% 17/25",A19CM5
"Luxemburg, GroÃŸherzogtum 0,625% 17/27",A19CMR
"Embraer Netherlands Finance B.V. 5,4% 17/27",A19CMW
"SNCF S.A. 1,5% 17/29",A19CP6
"Microsoft Corp. 3,3% 17/27",A19CTQ
"Microsoft Corp. 4,25% 17/47",A19CTS
"Microsoft Corp. 4,5% 17/57",A19CTT
"Johnson & Johnson 2,95% 17/27",A19D52
"Johnson & Johnson 3,75% 17/47",A19D54
Iberdrola Finanzas S.A. 1% 17/25,A19D5N
"Slowakische Republik 1,875% 17/37",A19D6Y
"Norwegen, KÃ¶nigreich 1,75% 17/27",A19DHT
"PetrÃ³leos Mexicanos 4,875% 17/28",A19DL9
"Boeing Co. 2,8% 17/27",A19DLX
"Frankreich, Republik 0,118% 16/28",A19DMN
Smiths Group PLC 2% 17/27,A19DQM
"Municipality Finance PLC 0,88% 17/27",A19DZB
"Spanien, KÃ¶nigreich 2,35% 17/33",A19DZD
"Polen, Republik 1,375% 17/27",A19E5D
"Libanon, Republik 7,25% 17/37",A19E7P
"Heineken N.V. 4,35% 17/47",A19E8Z
"Volkswagen International Finance N.V. 1,875% 17/27",A19E9U
"ÃŽle de France, RÃ©gion 1,375% 17/29",A19EJM
Vereinigte Mexikanische Staaten 8% 17/47,A19ENN
"DTE Energy Co. 3,8% 17/27",A19EPK
"Verizon Communications Inc. 4,125% 17/27",A19EW1
"T-Mobile USA Inc. 5,375% 17/27",A19EWW
"MPT Operating Partnership L.P./MPT Finance Corp. 3,325% 17/25",A19EY1
"BlackRock Finance Inc. 3,2% 17/27",A19FBK
"European Investment Bank (EIB) 6,5% 17/27",A19FJP
"Heidelberg Materials Finance Luxembourg S.A. 1,625% 17/26",A19FK2
"BMW Finance N.V. 0,875% 17/25",A19FK6
"ELM B.V. 3,375% 17/47",A19FR5
"Frankreich, Republik 1% 16/27",A19FUW
E.ON International Finance B.V. 1% 17/25,A19FW2
"RCI Banque S.A. 1,625% 17/25",A19FWE
"Wiener StÃ¤dtische Versicherung AG Vienna Insurance Group 3,5% 17/27",A19G0B
"RumÃ¤nien, Republik 2,375% 17/27",A19GBU
"Ã–sterreich, Republik 0,5% 17/27",A19GCS
"RumÃ¤nien, Republik 2,375% 17/27",A19GLW
Wells Fargo & Co. 4% 17/27,A19GNA
"Neuquen, Province of... 6,625% 17/30",A19GPQ
"Rongshi International Finance Ltd. 3,625% 17/27",A19GVW
European Investment Bank (EIB) 8% 17/27,A19GZ2
"European Investment Bank (EIB) 2,375% 17/27",A19H0E
"Litauen, Republik 0,95% 17/27",A19H4C
"KommuneKredit 0,75% 17/27",A19H8K
"Belgien, KÃ¶nigreich 1,45% 17/37",A19H8V
"Southern Company Gas Capital Corp. 4,4% 17/47",A19HB2
"TÃ¼rkei, Republik 5,75% 17/47",A19HB3
"Fibabanka AS 9,797% 17/27",A19HBJ
"Ungarn, Republik 2,75% 17/26",A19HPW
"Frankreich, Republik 2% 17/48",A19HR9
"Anheuser-Busch InBev S.A./N.V. 2,85% 17/37",A19HV2
"Rallye S.A. 4,371% 17/32",A19HW2
"EPR Properties 4,5% 17/27",A19HW8
"Merlin Properties SOCIMI S.A. 1,75% 17/25",A19HY7
"PetrÃ³leos del PerÃº - PETROPERÃš S.A. 4,75% 17/32",A19J81
"PetrÃ³leos del PerÃº - PETROPERÃš S.A. 5,625% 17/47",A19J83
"Compagnie de Saint-Gobain S.A. 1,375% 17/27",A19JLN
"Cardinal Health Inc. 4,368% 17/47",A19JQY
"Volkswagen International Finance N.V. 3,875%",A19JX4
"Heidelberg Materials Finance Luxembourg S.A. 1,5% 17/27",A19JXW
"Sunrise HoldCo IV. B.V. 3,875% 17/29",A19JZF
"Kinross Gold Corp. 4,5% 17/27",A19K13
International Finance Corp. 7% 17/27,A19K3N
"Spanien, KÃ¶nigreich 1,45% 17/27",A19KVL
"European Investment Bank (EIB) 1,5% 17/47",A19KYP
"YPF S.A. 6,95% 17/27",A19L1Z
EVAN Group PLC 6% 17/22,A19L42
"European Investment Bank (EIB) 3,3% 17/28",A19L78
"Suite Finance SCC PLC 0,000% 17/26",A19L9V
"Suite Finance SCC PLC 0,000% 17/27",A19L9W
"Suite Finance SCC PLC 0,000% 17/27",A19L9X
"Suite Finance SCC PLC 0,000% 17/26",A19L9Y
"Suite Finance SCC PLC 0,000% 17/27",A19L9Z
Ignitis Group UAB 2% 17/27,A19LD4
"Indonesien, Republik 3,85% 17/27",A19LJ2
"NestlÃ© Holdings Inc. 0,875% 17/25",A19LJV
"Indonesien, Republik 4,75% 17/47",A19LQA
"Aroundtown SA 1,875% 17/26",A19LQR
"O'Reilly Automotive Inc.[New] 3,6% 17/27",A19M42
"Canada, Government of... 2% 17/28",A19MPV
"Asian Development Bank (ADB) 2,375% 17/27",A19MRK
"Duke Energy Corp. 3,15% 17/27",A19MY5
"CrÃ©dit Mutuel Home Loan SFH S.A. 0,75% 17/27",A19N0W
"Iberdrola Finanzas S.A. 1,25% 17/27",A19N0Y
"Eaton Corp. 3,915% 17/47",A19N4J
"Merlin Properties SOCIMI S.A. 2,375% 17/29",A19N7V
"Vonovia SE 1,125% 17/25",A19NS9
"Aserbaidschan, Republik 3,5% 17/32",A19NUN
"Lloyds Banking Group PLC 1,5% 17/27",A19NXY
"Apple Inc. 3,75% 17/47",A19NYJ
"ArkÃ©a Home Loans SFH S.A. 0,75% 17/27",A19P10
"Brambles Finance PLC 1,5% 17/27",A19P25
"Goodman US Finance Four LLC 4,5% 17/37",A19P2W
"Volksbank Wien AG 5,192% 17/27",A19P69
"Ã–sterreich, Republik 2,1% 17/17",A19PCG
"Jujuy, Province of... 8,375% 17/27",A19PFV
"Inter-American Development Bank 2,5% 16/27",A19PPH
Treasury Corporation of Victoria 5% 13/40,A19PZQ
"Frankreich, Republik 0,75% 17/28",A19QFA
"Ungarn, Republik 1,75% 17/27",A19QHN
"Queensland Treasury Corp. 3,5% 17/30",A19QT4
"E.ON International Finance B.V. 1,25% 17/27",A19QW4
"Walmart Inc. 3,625% 17/47",A19QWF
"Apple Inc. 2,75% 17/25",A19R33
"Apple Inc. 3,75% 17/47",A19R35
"Naturgy Finance Iberia S.A. 0,875% 17/25",A19R7B
"The Procter & Gamble Co. 3,5% 17/47",A19RC0
"NestlÃ© Finance International Ltd. 1,25% 17/29",A19RCB
"Stadshypotek AB 0,75% 17/27",A19RG8
"Texas Instruments Inc. 2,9% 17/27",A19RNE
"United States of America 2,25% 17/27",A19RQN
"United States of America 2,75% 17/47",A19RQP
"Griechenland, Republik 4,2% 17/42",A19S2S
"Griechenland, Republik 4% 17/37",A19S2T
"Griechenland, Republik 3,9% 17/33",A19S2U
"Griechenland, Republik 3,75% 17/28",A19S2V
"Vodafone Group PLC 4,2% 17/27",A19S5V
"Hylea Group S.A. 7,25% 17/22",A19S80
"ING Groep N.V. 1,375% 17/28",A19S86
"Comcast Corp. 4,049% 17/52",A19SQ7
SÃ¼dzucker International Finance B.V. 1% 17/25,A19SRU
Renault S.A. 1% 17/25,A19SW3
"Marathon Petroleum Corp. 3,8% 17/28",A19T5S
"Roadster Finance DAC 2,375% 17/32",A19TED
Bausch Health Companies Inc. 9% 17/25,A19TLK
"Kinepolis Group S.A. 2,4% 17/25",A19TLU
OMV AG 1% 17/26,A19TQ4
"Australia, Commonwealth of... 2,75% 17/29",A19U3W
"Raiffeisen Bank International AG 4,5%",A19U8H
"European Investment Bank (EIB) 0,875% 18/25",A19U9P
"United States of America 2,5% 18/25",A19U9W
"Amazon.com Inc. 5,2% 17/25",A19UA4
"BMW Finance N.V. 1,125% 18/28",A19UK0
"Irland, Republik 0,9% 18/28",A19UMH
"Wharf REIC Finance [BVI] Ltd. 3,5% 18/28",A19UUK
"ENEL Finance International N.V. 1,125% 18/26",A19UUM
"Sumitomo Mitsui Financial Group Inc. 3,544% 18/28",A19UWB
"Portugal, Republik 2,125% 18/28",A19UWV
"Italien, Republik 2,95% 17/38",A19UWY
"Banca dello Stato del Cantone Ticino 0,375% 18/28",A19UYK
"Canadian National Railway Co. 3,65% 18/48",A19V34
"Comcast Corp. 3,55% 18/28",A19V35
"RumÃ¤nien, Republik 2,5% 18/30",A19V3R
"RumÃ¤nien, Republik 2,5% 18/30",A19V3S
"RumÃ¤nien, Republik 3,375% 18/38",A19V3T
"RumÃ¤nien, Republik 3,375% 18/38",A19V3U
"China Cinda Finance [2017] I Ltd. 4,375% 18/25",A19V4A
"China Cinda Finance [2017] I Ltd. 4,75% 18/28",A19V4B
"United States of America 2,75% 18/28",A19V4N
United States of America 3% 18/48,A19V4P
"Municipality Finance PLC 1,65% 18/28",A19V4U
"Santander Holdings USA Inc. 4,4% 17/27",A19V6J
"Unilever Finance Netherlands B.V. 1,125% 18/27",A19V7R
"MPLX L.P. 4,5% 18/38",A19V7W
"MPLX L.P. 4,7% 18/48",A19V7X
"Ã–sterreich, Republik 0,75% 18/28",A19VB0
"The Goldman Sachs Group Inc. 3,814% 18/29",A19VCS
"International Finance Corp. 0,000% 18/48",A19VJ1
"SpareBank 1 Boligkreditt AS 0,5% 18/25",A19VKN
"E.ON International Finance B.V. 1,5% 18/29",A19VLA
"European Investment Bank (EIB) 7,75% 18/25",A19VNC
"Ontario, Provinz 2,65% 18/25",A19VPK
"Ungarn, Republik 3% 18/38",A19VRU
"FWD Ltd. 6,675%",A19VT1
"Frankreich, Republik 1,25% 17/34",A19VU4
"Polen, Republik 1,125% 18/26",A19VY7
"Spanien, KÃ¶nigreich 2,7% 18/48",A19W01
"T-Mobile US Inc. 7,625% 18/26",A19W05
Boston Scientific Corp. 4% 18/28,A19W50
"Novartis Finance S.A. 1,7% 18/38",A19WB8
"Griechenland, Republik 3,375% 18/25",A19WF3
"Covivio S.A. 2,375% 18/28",A19WHX
"New Zealand, Government of... 3% 17/29",A19X1X
"Givaudan SA 0,375% 18/25",A19X2A
"Commonwealth Bank of Australia 3,9% 18/28",A19X2Q
"McDonald's Corp. 3,8% 18/28",A19X5Z
"Vonovia SE 1,5% 18/26",A19X8A
The Goldman Sachs Group Inc. 2% 18/28,A19X8K
"RELX Finance B.V. 1,5% 18/27",A19X8S
"Mitsubishi UFJ Financial Group Inc. 3,961% 18/28",A19XC0
"Mitsubishi UFJ Financial Group Inc. 3,777% 18/25",A19XC2
"ProLogis International Funding II S.A. 1,75% 18/28",A19XGM
German Real Estate Capital S.A. 3%,A19XLE
"European Investment Bank (EIB) 0,875% 18/28",A19XP3
"CNAC [HK] Finbridge Co. Ltd. 4,875% 18/25",A19XT7
"John Deere Capital Corp. 3,45% 18/25",A19XXW
"Niederlande, KÃ¶nigreich der 0,75% 18/28",A19XZC
European Investment Bank (EIB) 11% 18/26,A19Y77
"Ã„gypten, Arabische Republik 5,625% 18/30",A19Y9G
"American International Group Inc. 4,2% 18/28",A19YEG
"American International Group Inc. 4,75% 18/48",A19YEH
"American International Group Inc. 5,75% 18/48",A19YEJ
"Unilever Capital Corp. 3,5% 18/28",A19YEU
Anheuser-Busch InBev Worldwide Inc. 4% 18/28,A19YJF
"Alberta, Provinz 0,625% 18/25",A19ZED
"Uruguay, Republik 4,975% 18/55",A19ZH3
"Montenegro, Republik 3,375% 18/25",A19ZHV
"Heidelberg Materials Finance Luxembourg S.A. 1,75% 18/28",A19ZL2
"SoftBank Group Corp. 4,5% 18/25",A19ZS7
"Norwegen, KÃ¶nigreich 2% 18/28",A19ZVX
"European Investment Bank (EIB) 2,875% 18/25",A19ZWJ
"Dell Inc. 5,4% 10/40",A1A020
"Royal Bank of Canada 4,93% 10/25",A1A05A
"British Columbia, Provinz 4,3% 10/42",A1A08B
"Singapur, Republik 2,875% 10/30",A1A0SM
"Pfandbriefbank schweizerischer Hypothekarinstitute AG 1,875% 10/31",A1A0T8
"New Brunswick, Provinz 4,8% 10/41",A1A0TQ
"Amgen Inc. 4,95% 10/41",A1A1BB
"ElectricitÃ© de France S.A. (E.D.F.) 5,125% 10/50",A1A1CE
"Microsoft Corp. 4,5% 10/40",A1A1PW
"PetrÃ³leos Mexicanos 6,625%",A1A1Q1
"Telia Company AB 3,875% 10/25",A1A1TH
"Deutsche Telekom International Finance B.V. 4,5% 10/30",A1A21E
"United States of America 4,25% 10/40",A1A3HC
"Ã–sterreich, Republik 4,85% 09/26",A1AJAZ
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 4,5% 09/34",A1AJBR
"Frankreich, Republik 4,5% 09/41",A1AJL2
"EnBW International Finance B.V. 6,125% 09/39",A1AJTV
"United States of America 4,5% 09/39",A1ALBJ
"Spanien, KÃ¶nigreich 4,7% 09/41",A1AM06
"ENEL Finance International N.V. 5,75% 09/40",A1AMMR
"Walmart Inc. 4,875% 09/29",A1AMPU
"Lumen Technologies Inc. 7,6% 09/39",A1AMSU
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 4% 09/60",A1AN8H
"Brasilien, FÃ¶derative Republik 5,625% 09/41",A1ANH0
"Irland, Republik 5,4% 09/25",A1ANNQ
"Finnland, Republik 4% 09/25",A1ANXA
"United States of America 4,375% 09/39",A1APT2
"Seychellen, Republik 8% 10/26",A1AR0U
"TÃ¼rkei, Republik 6,75% 10/40",A1AR3B
"Polen, Republik 5,25% 10/25",A1ASBP
"London & Quadrant Housing Trust 5,5% 10/40",A1ASR7
"Grupo Televisa S.A.B. de C.V. 6,625% 09/40",A1AT0H
"United States of America 4,625% 10/40",A1ATDE
"Spanien, KÃ¶nigreich 4,65% 10/25",A1ATVW
"Frankreich, Republik 4% 09/60",A1AUUV
"United States of America 4,375% 10/40",A1AW9M
"Deutsche Telekom International Finance B.V. 4,875% 10/25",A1AWC1
"Belgien, KÃ¶nigreich 4,25% 10/41",A1AWF4
"ElectricitÃ© de France S.A. (E.D.F.) 4,625% 10/30",A1AWP6
"South Africa, Republic of 6,5% 10/41",A1AX4L
"Niederlande, KÃ¶nigreich der 3,75% 10/42",A1AXK4
"South Africa, Republic of 7% 10/31",A1AXYF
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 4,25% 10/40",A1AYRY
"Frankreich, Republik 3,5% 10/26",A1AYTR
"Deutsche Bahn Finance GmbH 3,75% 10/25",A1AYYN
New South Wales Treasury Corp. 6% 10/30,A1AZH0
Teck Resources Ltd. 6% 10/40,A1AZVP
"United States of America 3,875% 10/40",A1AZWK
"S.A.G. Solarstrom AG 6,25% 10/15",A1E84A
RENA GmbH 7% 10/15,A1E8W9
"Basler Kantonalbank 1,5% 12/27",A1G02S
"European Financial Stability Facility [EFSF] 3,875% 12/32",A1G0AJ
European Financial Stability Facility [EFSF] 3% 13/34,A1G0BJ
"European Financial Stability Facility [EFSF] 2,75% 13/29",A1G0BL
"European Financial Stability Facility [EFSF] 0,2% 15/25",A1G0DE
"European Financial Stability Facility [EFSF] 0,4% 16/26",A1G0DH
"European Financial Stability Facility [EFSF] 0,000% 20/25",A1G0EJ
"European Financial Stability Facility [EFSF] 0,125% 22/30",A1G0EP
"Finnland, Republik 2,75% 12/28",A1G0EU
"Genf, Kanton 1,5% 12/32",A1G0MM
"Niederlande, KÃ¶nigreich der 2,5% 12/33",A1G12E
"Pfandbriefzentrale der schweizerischen Kantonalbanken 1,375% 12/27",A1G168
"RumÃ¤nien, Republik 5,8% 11/27",A1G19F
"European Investment Bank (EIB) 3,625% 12/42",A1G1L5
"Griechenland, Republik 4,3% 12/25",A1G1UC
"Griechenland, Republik 4,3% 12/26",A1G1UD
"Griechenland, Republik 4,3% 12/27",A1G1UE
"Griechenland, Republik 4,3% 12/28",A1G1UF
"Griechenland, Republik 4,3% 12/29",A1G1UG
"Griechenland, Republik 4,3% 12/30",A1G1UH
"Griechenland, Republik 4,3% 12/31",A1G1UJ
"Griechenland, Republik 4,3% 12/32",A1G1UK
"Griechenland, Republik 4,3% 12/33",A1G1UL
"Griechenland, Republik 4,3% 12/34",A1G1UM
"Griechenland, Republik 4,3% 12/35",A1G1UN
"Griechenland, Republik 4,3% 12/36",A1G1UP
"Griechenland, Republik 4,3% 12/37",A1G1UQ
"Griechenland, Republik 4,3% 12/38",A1G1UR
"Griechenland, Republik 4,3% 12/39",A1G1US
"Griechenland, Republik 4,3% 12/40",A1G1UT
"Griechenland, Republik 4,3% 12/41",A1G1UU
"Griechenland, Republik 4,3% 12/42",A1G1UV
GRIECHENLAND 12-42 IO GDP,A1G1UW
"Lloyds Bank PLC 4,875% 12/27",A1G21K
"SNCF RÃ©seau S.A. 4,125% 12/62",A1G2B2
"Belgien, KÃ¶nigreich 4% 12/32",A1G2KY
"Rio Tinto Finance [USA] PLC 4,75% 12/42",A1G2WH
"Apache Corp. 4,75% 12/43",A1G3N1
"Tessin, Kanton 1,25% 12/27",A1G46R
United States of America 3% 12/42,A1G4LE
"Ã–BB-Infrastruktur AG 3,375% 12/32",A1G4UN
International Business Machines Corp. 4% 12/42,A1G524
"South Africa, Republic of 8,75% 12/49",A1G66E
"Ã–sterreich, Republik 3,15% 12/44",A1G6UV
"Finnland, Republik 2,625% 12/42",A1G6UW
"New Brunswick, Provinz 3,55% 12/43",A1G6ZN
"United States of America 2,75% 12/42",A1G79E
"AmÃ©rica MÃ³vil S.A.B. de C.V. 4,375% 12/42",A1G7CS
"The Export-Import Bank of Korea 3,6% 12/27",A1G7EF
eBay Inc. 4% 12/42,A1G7TJ
"Frankreich, Republik 2,75% 11/27",A1G87J
"Vale S.A. 5,625% 12/42",A1G9A9
Amgen Inc. 4% 12/29,A1G9G8
"United States of America 4,75% 11/41",A1GL92
"Petrobras Global Finance B.V. 6,75% 11/41",A1GLQ5
"The Goldman Sachs Group Inc. 6,25% 11/41",A1GLTH
"Gatwick Funding Ltd. 6,125% 11/28",A1GM5M
"Gatwick Funding Ltd. 6,5% 11/43",A1GM5N
"Ungarn, Republik 6,75% 11/28",A1GM5Y
"Microsoft Corp. 5,3% 11/41",A1GMCR
"Frankreich, Republik 2,483% 10/27",A1GMH7
"ArcelorMittal S.A. 6,75% 11/41",A1GNBN
"Spanien, KÃ¶nigreich 5,9% 11/26",A1GNNU
"Engie S.A. 5,95% 11/11",A1GNQ0
"Ungarn, Republik 7,625% 11/41",A1GPDL
"e-netz SÃ¼dhessen AG 6,125% 11/41",A1GPH2
"United States of America 4,375% 11/41",A1GQ4S
"AT & T Inc. 5,35% 10/40",A1GQHS
"Manitoba, Provinz 4,4% 11/42",A1GR5U
"Belgien, KÃ¶nigreich 4,5% 11/26",A1GSKN
"AT & T Inc. 5,55% 11/41",A1GUVB
"Vereinigte Mexikanische Staaten 7,75% 11/31",A1GVFV
"Venezuela, Bolivarische Republik 11,75% 11/26",A1GWK1
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 0,616% 11/62",A1GWT6
"HSBC Holdings PLC 6,1% 11/42",A1GXH8
"EuropÃ¤ische Union 3,75% 12/42",A1GY6W
"Ã–sterreich, Republik 3,8% 12/62",A1GZRP
"SIC Processing GmbH 7,125% 11/16",A1H3HQ
"German Pellets GmbH 7,25% 11/16",A1H3J6
"Australia, Commonwealth of... 3,25% 12/29",A1HBCQ
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 3,25% 12/44",A1HBZA
"Southern Copper Corp. 5,25% 12/42",A1HCE8
"The Dow Chemical Co. 4,375% 12/42",A1HCH6
Kraft Heinz Foods Co. 5% 12/42,A1HD42
"Kraft Heinz Foods Co. 6,5% 12/40",A1HD44
Intel Corp. 4% 12/32,A1HDSY
Anheuser-Busch InBev Finance Inc. 4% 13/43,A1HE1U
"European Investment Bank (EIB) 1,375% 13/28",A1HE81
"Ford Motor Co. 4,75% 13/43",A1HELY
"Tesco Property Finance 6 PLC 5,411% 13/44",A1HF4Y
"Vodafone Group PLC 4,375% 13/43",A1HF9E
"American Express Co. 4,05% 12/42",A1HFNY
"SociÃ©tÃ© Publique de Gestion de l'Eau -SPGE- 3,3% 13/26",A1HGGV
"Frankreich, Republik 3,25% 12/45",A1HH3K
"NGG Finance PLC 5,625% 13/73",A1HHCU
"Avon Products Inc. 8,45% 13/43",A1HHLQ
"Ã–sterreich, Republik 2,4% 13/34",A1HJL6
"TÃ¼rkei, Republik 4,875% 13/43",A1HJLG
"Italien, Republik 4,75% 13/44",A1HK9Y
"McDonald's Corp. 3,625% 13/43",A1HKK8
"United States of America 2,875% 13/43",A1HKKG
"Apple Inc. 3,85% 13/43",A1HKKY
"Australia, Commonwealth of... 3,25% 13/25",A1HLLB
"Treasury Corporation of Victoria 4,25% 12/32",A1HLTH
"GroÃŸbritannien und Nord-Irland, Vereinigtes KÃ¶nigreich 3,5% 13/68",A1HM0H
"Oracle Corp. 3,125% 13/25",A1HM7Y
"South Africa, Republic of 8,5% 13/37",A1HN0S
"Schweizerische Eidgenossenschaft 1,5% 13/25",A1HNFY
"Spanien, KÃ¶nigreich 5,15% 13/28",A1HNMJ
"Halliburton Co. 4,75% 13/43",A1HPG3
"Celgene Corp. 5,25% 13/43",A1HPPR
"The Allstate Corp. 8,318% 13/53",A1HPUJ
"Shell International Finance B.V. 4,55% 13/43",A1HPXL
"Belgien, KÃ¶nigreich 3,75% 13/45",A1HQ0J
"Verizon Communications Inc. 6,55% 13/43",A1HQ2D
Lowe's Companies Inc. 5% 13/43,A1HQUM
"Spanien, KÃ¶nigreich 5,15% 13/44",A1HR6Q
European Investment Bank (EIB) 3% 13/33,A1HRJ3
"TechnipFMC PLC 3,75% 13/33",A1HRPL
"ZÃ¼rich, Stadt 2,125% 13/33",A1HRYG
"CoÃ¶peratieve Rabobank U.A. 0,000% 13/43",A1HS67
"United States of America 3,75% 13/43",A1HS88
"Wells Fargo & Co. 5,375% 13/43",A1HSJ8
"Yum! Brands, Inc. 5,35% 13/43",A1HSPU
"Australia, Commonwealth of... 4,5% 13/33",A1HTRW
"S.A.G. Solarstrom AG 7,5% 11/17",A1K0K5
"hkw Personalkonzepte GmbH 8,25% 11/16",A1K0QR
"GOLDEN GATE GmbH 6,5% 11/14",A1KQXX
"DAH Energie GmbH 7,25% 12/18",A1ML25
"MT-Energie GmbH 8,25% 12/17",A1MLRM
"Deutsche Pfandbriefbank AG 2,375% 13/28",A1R06C
BASF SE 3% 13/33,A1R08J
"Ekosem-Agrar AG 2,5% 12/27",A1R0RZ
"ALNO AG 8,5% 13/18",A1R1BR
"MS 'Deutschland' Beteiligungsgesellschaft mbH 6,875% 12/17",A1RE7V
"Hessen, Land 0,25% 15/25",A1RQCP
"Hessen, Land 0,375% 16/26",A1RQCY
